transaction_id,amount,transaction_time,location_id,merchant_id,device_id,customer_age,customer_gender,transaction_category,num_prev_transactions,credit_score,fraud
493,9.218454358867072,72576,183,460,1290,33,M,Clothing,172,601,0
437,7.928993740730923,34286,813,43,4775,29,M,Restaurant,648,280,0
338,8.799671247447225,76864,188,279,8616,60,F,Electronics,876,578,1
80,1.2364945372036864,13722,837,397,3522,77,F,Clothing,937,518,0
802,2.2303566243278716,22967,528,492,4459,63,M,Electronics,529,505,0
481,30.458863441246624,53711,680,63,2218,32,F,Restaurant,450,769,0
153,8.055407007898019,29340,920,411,3916,24,F,Clothing,736,504,0
302,-3.870732764585899,9884,875,46,5104,84,M,Clothing,785,547,0
556,63.49411971208397,14553,533,24,8027,74,F,Electronics,910,541,1
151,18.367329722624547,60467,290,215,196,41,F,Grocery,388,583,0
-28,4.978520883448837,62980,453,210,9291,55,F,Clothing,363,674,0
576,9.417651242639984,16752,696,494,8211,64,M,Restaurant,876,700,0
6,23.62475287159637,85846,718,320,845,33,M,Clothing,338,450,0
895,2.360701659077426,80867,118,89,8469,53,M,Grocery,200,578,0
448,93.34444124430264,8027,708,433,6232,87,M,Electronics,246,475,0
77,15.401883778555053,21500,392,156,9257,42,M,Electronics,826,475,0
125,17.103317555349992,63184,625,235,923,75,F,Grocery,65,810,0
89,128.30964091592787,74829,923,28,505,40,M,Restaurant,291,421,0
47,2.6520646683214775,66093,268,128,6520,10,F,Restaurant,661,552,0
384,6.3634400980389625,71024,974,408,608,49,M,Fuel,417,320,0
720,3.5491185097518,14088,361,333,3259,29,M,Restaurant,744,536,0
120,16.10187548939575,44675,114,323,690,39,M,Electronics,846,716,0
449,13.748357043971817,36375,634,489,1674,65,M,Fuel,627,499,0
258,10.425858131560597,36125,313,245,5369,28,M,Clothing,946,833,0
193,60.9005834412105,48740,141,74,6654,32,M,Grocery,844,562,0
27,19.152871004808844,75589,284,102,955,40,M,Clothing,163,340,0
68,25.746685750295743,26565,268,293,6101,25,F,Grocery,211,555,0
366,31.795681122823332,70431,483,17,6040,25,F,Fuel,481,505,0
39,7.829069407641793,64057,647,43,2342,32,M,Clothing,743,399,0
853,37.30073037079578,46193,68,354,3192,42,F,Fuel,605,684,0
152,41.19558264852668,-1315,322,362,7130,62,M,Restaurant,173,681,0
39,101.23319282082352,10982,120,451,2691,78,M,Restaurant,363,716,0
378,28.815157264298417,8306,23,137,5058,44,M,Clothing,856,622,0
821,-1.5744417086089193,64924,957,278,7985,42,M,Restaurant,372,700,0
884,43.34226769128017,10464,759,102,2431,37,F,Electronics,753,357,0
295,71.28030824586139,53539,232,59,7348,20,M,Grocery,835,490,0
15,6.3493734951853025,32457,292,210,6010,25,M,Grocery,902,604,0
348,10.533327692078293,18788,907,446,1052,55,F,Fuel,547,491,0
196,54.80278496731211,76007,909,404,3021,80,M,Grocery,839,648,0
166,8.797418750533932,1342,619,244,6954,36,M,Fuel,548,620,0
409,9.644733209115753,47983,268,193,1696,80,F,Electronics,594,549,0
381,13.124428120745737,66171,31,303,6315,57,F,Grocery,270,512,0
258,11.89343671357544,177,658,56,4427,53,F,Grocery,294,370,0
142,9.651090905018638,67961,407,413,3360,33,F,Fuel,648,588,0
123,6.262526392218838,47328,448,452,9422,35,M,Restaurant,767,418,0
760,7.752290249146742,53994,881,318,8469,84,F,Electronics,767,715,0
544,13.845321539714039,76335,848,156,1505,36,F,Fuel,879,558,0
116,14.752840123501784,80483,560,163,6035,75,F,Fuel,871,775,0
355,0.3376638792247917,74348,286,331,3361,81,M,Electronics,598,337,1
42,-2.2026028709356407,55586,848,2,2259,67,M,Grocery,745,553,0
726,15.929652519916306,33321,281,156,4109,84,F,Electronics,762,351,0
451,-1.4434401326650832,74308,899,468,1446,26,M,Restaurant,962,519,0
852,14.5964106146835,11742,327,428,7292,78,M,Fuel,569,762,0
314,6.300488185817499,-1884,573,420,5163,64,F,Restaurant,579,350,0
762,16.303740288682455,70343,921,320,4248,45,M,Restaurant,202,382,0
63,13.071206325586079,54767,366,412,3359,37,M,Clothing,222,372,0
9,4.508813029634904,57256,442,390,7241,40,M,Grocery,905,335,0
176,5.337338929548793,70087,881,279,9222,67,M,Clothing,321,722,0
77,11.002427102573412,9416,843,209,9556,32,M,Fuel,827,367,0
88,21.435755998301374,48468,582,441,4173,21,M,Clothing,788,420,0
740,10.937928059338274,6613,307,187,4971,61,F,Electronics,929,396,0
398,16.01079945981042,68050,772,57,1450,39,F,Electronics,449,392,0
352,2.157429025744957,40313,148,416,4928,56,M,Clothing,-24,399,0
-82,4.449247290952802,62849,935,452,9455,27,F,Restaurant,720,418,0
224,-0.7314419840879545,68439,859,93,8412,40,M,Electronics,702,630,0
314,17.16688965165991,40174,215,459,4332,19,F,Restaurant,401,506,0
147,1.1260427006408307,47191,420,295,1949,44,M,Grocery,775,443,0
332,7.099694119485545,73606,295,174,3883,60,M,Clothing,944,741,0
626,10.35007395548396,79205,767,24,7553,78,F,Fuel,512,782,0
179,141.55807161992064,79251,679,390,3646,84,F,Electronics,454,466,0
273,24.010348038125308,16626,708,322,6420,42,M,Clothing,153,477,0
261,9.641151154375276,22863,240,324,137,83,M,Clothing,773,570,0
284,18.065918308848794,74179,542,133,6865,73,F,Grocery,776,431,0
221,9.818008193016425,66017,762,44,7070,26,F,Fuel,852,806,0
125,20.01500310999618,56759,1,452,2762,53,F,Clothing,342,788,0
455,7.999762232955938,39008,933,226,8101,30,M,Electronics,162,756,0
298,5.813036267397131,34250,139,41,6583,42,F,Electronics,202,372,0
295,7.634680866969025,10066,62,389,8685,36,F,Fuel,292,789,0
379,14.46852050812041,34382,640,390,7693,73,M,Clothing,816,372,0
302,1.1422883554076595,39957,213,327,9829,60,M,Electronics,549,497,0
86,50.64711486850396,32060,947,323,3701,78,M,Electronics,851,413,1
919,5.188816014365699,78970,324,252,6297,53,F,Electronics,707,725,0
249,24.880057692505883,70186,847,94,4267,29,M,Grocery,784,519,0
483,1.8762332632994223,40845,365,394,7648,29,M,Clothing,687,384,0
390,25.725895288874334,23661,41,119,6775,81,M,Grocery,856,699,0
227,25.551300341869208,64924,407,290,3328,27,F,Grocery,735,484,0
95,10.040013858070765,11076,798,96,9096,36,F,Electronics,887,773,0
205,3.043777921449296,24776,429,182,5163,32,F,Fuel,148,751,0
209,14.662469606640197,72171,664,7,8081,77,M,Grocery,536,747,0
91,14.78032667268447,72290,626,84,1807,39,F,Restaurant,480,439,0
74,22.66305341838487,42201,275,488,4993,23,M,Restaurant,861,381,0
508,11.04010623025599,28200,156,170,777,63,M,Restaurant,646,379,0
787,9.388927357624011,49119,837,112,2260,38,M,Electronics,344,645,0
233,5.688099802384764,79608,613,101,8306,70,M,Restaurant,491,688,0
840,-2.042789109340527,-4942,87,157,4736,80,M,Clothing,494,329,0
117,4.93303753785165,69284,73,210,3361,37,M,Grocery,595,524,0
-44,4.185596968625811,2678,354,29,9117,58,M,Electronics,191,790,0
386,41.57525332440995,70663,16,8,7702,45,F,Fuel,760,443,0
330,157.568406565606,69162,824,332,7675,86,M,Grocery,135,637,0
237,7.609673711517763,69932,287,218,662,38,F,Fuel,553,576,0
874,4.999367312964448,77703,568,281,1674,52,F,Clothing,512,545,0
774,26.915738012492618,25273,629,248,7280,16,F,Clothing,397,708,0
730,11.73109080140903,34089,480,188,9696,76,F,Fuel,141,787,0
55,17.618219128677307,29054,403,53,8469,21,M,Fuel,902,376,0
655,-1.6065939437030003,5040,417,55,2916,83,M,Clothing,852,720,0
118,115.4230110602266,72900,325,55,8103,48,M,Electronics,328,828,0
936,11.829023453195884,16091,559,483,1819,21,M,Clothing,607,361,0
71,4.911025955482393,37599,278,379,4028,86,M,Restaurant,657,327,0
521,41.88015998806802,-381,174,214,9537,35,F,Grocery,456,462,0
199,60.39233875200529,14216,136,446,5784,34,F,Electronics,593,606,0
596,69.4712094038176,66481,421,325,7752,37,F,Grocery,167,628,0
560,5.8162674473507545,69493,685,332,9075,61,M,Electronics,550,581,0
103,2.816037078190236,52599,16,453,3717,59,F,Clothing,805,467,0
59,24.741465510690233,72805,454,204,3941,36,F,Clothing,633,518,0
120,0.8063154545633857,63051,687,245,4758,58,M,Clothing,352,394,0
63,38.357681233058486,71564,235,93,7428,44,F,Electronics,-46,350,0
863,6.916543642692971,44579,943,412,1962,56,M,Restaurant,238,288,0
821,19.10289188262273,12005,260,30,2441,66,M,Electronics,860,527,0
510,33.16468714911505,38439,727,440,8561,33,F,Electronics,543,581,0
773,3.1197696559604537,9130,906,74,1448,48,F,Electronics,181,722,1
406,12.631810833275736,65383,929,451,6838,36,M,Clothing,962,535,0
140,-0.8120552699679653,38429,820,412,6317,59,F,Electronics,878,657,0
582,43.71279803382625,17704,549,78,4146,81,M,Grocery,790,618,0
-50,7.334885874234885,49468,201,401,7679,27,M,Fuel,868,327,0
138,178.02618463882288,38379,97,138,9015,28,M,Electronics,341,753,1
584,12.194175640101008,41919,41,425,2673,70,F,Fuel,40,585,0
569,9.722716436428861,75919,68,217,1253,25,M,Restaurant,916,804,0
217,45.40352684652933,68667,843,413,3576,44,M,Restaurant,709,541,0
748,8.402646243631757,32068,928,398,7877,27,M,Fuel,538,809,0
217,3.590759842765241,58257,363,48,3075,24,M,Fuel,974,800,0
471,30.36470356811562,9490,49,280,9551,68,F,Fuel,581,411,0
231,2.0251949806984406,66678,667,154,1667,42,M,Restaurant,646,734,0
587,23.166954720214,-9184,669,452,1957,37,M,Electronics,634,341,1
187,21.818057000245275,7693,779,339,7227,85,M,Fuel,638,432,1
-50,5.395519283204484,7979,1,471,9117,32,F,Electronics,926,798,0
413,37.865014219203765,21997,701,59,3553,88,M,Clothing,1048,735,0
284,6.1553826091038735,45836,636,179,2867,24,M,Electronics,663,535,0
232,37.912711431721355,61304,156,233,9962,55,F,Grocery,644,694,0
670,17.87900892595276,40644,825,352,7244,48,F,Clothing,381,353,0
12,8.430518494990972,15383,764,101,7752,57,F,Restaurant,414,317,0
27,12.923040924092875,69033,268,154,193,47,M,Grocery,151,614,0
298,2.7578758390250133,74114,852,387,7125,83,M,Restaurant,397,371,0
231,11.553507627730994,40870,164,480,7588,72,M,Grocery,942,365,0
222,48.92706151615326,75486,454,390,1880,44,F,Fuel,429,735,0
877,3.643782608254215,61527,421,334,680,39,M,Restaurant,429,651,0
148,9.678523107564724,65057,833,428,505,37,F,Electronics,642,719,1
-39,19.56499359295666,12802,120,186,8641,85,M,Restaurant,964,776,0
868,8.213542849656106,4161,777,161,5167,39,M,Electronics,426,369,1
887,3.8548622643450017,56764,131,492,1994,70,M,Electronics,845,384,0
297,202.08767342096027,78746,579,104,7227,79,M,Fuel,275,820,0
242,43.10491816222061,11286,827,409,207,34,M,Fuel,783,638,0
294,44.217909633303044,33361,139,419,860,78,M,Fuel,708,790,0
913,12.883309170230268,31379,31,322,61,38,M,Clothing,16,343,0
349,34.07723806380131,55722,435,216,3902,32,F,Fuel,121,704,0
113,27.885699851970145,41045,659,421,1259,55,F,Clothing,443,280,0
431,2.863675374821309,68145,998,332,4508,83,M,Grocery,155,511,0
7,134.14101347155844,17909,41,293,3217,51,M,Restaurant,926,760,0
829,27.406901530932913,25825,795,70,250,48,M,Restaurant,540,672,0
-8,36.64347929552346,86125,188,452,7025,59,F,Restaurant,172,395,0
129,15.78037136909634,71653,31,428,2943,57,F,Electronics,488,532,1
372,10.649873103542113,3996,833,484,3073,77,F,Electronics,232,344,0
446,17.087631788079662,25332,456,222,4486,37,F,Fuel,842,407,1
94,6.6841018813763835,31947,377,149,4435,68,F,Grocery,205,409,0
351,9.655845218989752,22467,754,169,4821,88,M,Fuel,712,566,0
534,3.5881295226641043,57836,131,33,7001,34,F,Fuel,922,586,0
142,9.692036429025862,33239,442,248,8265,80,M,Restaurant,151,400,0
501,37.54495223012564,55102,307,332,2542,27,M,Fuel,243,518,0
557,18.231849122925553,12965,379,441,1988,79,F,Grocery,222,749,0
184,73.19318825016497,24263,284,30,4918,82,M,Fuel,350,313,0
-48,12.392924878609078,52228,685,419,3319,53,F,Restaurant,248,500,0
137,9.384243312285875,61627,529,313,3309,55,F,Grocery,567,310,1
486,7.849789109691805,72851,431,34,5486,39,F,Fuel,297,709,1
276,11.17641508991416,42631,97,3,4189,19,F,Grocery,807,560,0
559,33.090213359043545,61129,664,201,5742,57,M,Grocery,679,593,0
427,13.307116180808215,28033,823,252,6856,92,M,Grocery,892,517,0
72,3.99294861029086,16578,501,375,7985,44,F,Restaurant,688,392,0
692,6.556824722346685,7452,269,202,8807,70,M,Restaurant,127,389,0
356,11.489740388996347,16709,819,313,5042,20,F,Grocery,240,530,0
779,89.4707648888618,51644,911,306,7505,62,F,Electronics,977,642,0
265,24.013541982463927,66568,124,325,9668,89,M,Electronics,352,555,0
93,13.072996547366607,38988,753,224,7300,79,M,Clothing,854,620,0
527,45.38933762168089,3659,142,169,4622,30,F,Electronics,867,693,0
780,9.395437503757424,68935,761,477,1701,26,F,Clothing,963,448,0
71,12.09014628532025,68287,172,435,2188,19,F,Fuel,130,530,0
312,20.259250382239845,55300,363,294,3517,22,M,Electronics,461,815,0
2,7.022661060776371,19211,82,266,3840,19,M,Grocery,701,464,0
562,36.474472331394956,50929,44,241,9678,37,M,Clothing,89,729,0
124,7.801093698631461,52263,910,186,4479,59,M,Grocery,494,475,0
811,32.819594853135605,69508,246,364,7385,54,F,Restaurant,572,735,0
48,8.082365919038862,16942,573,323,187,70,M,Restaurant,911,442,0
793,3.3611549211533074,58728,947,89,2295,60,F,Grocery,702,587,0
800,5.688065728727845,11118,65,217,7227,55,F,Grocery,694,634,0
66,6.262417938262061,70625,210,390,5456,18,M,Clothing,915,620,0
417,19.823131949288573,68639,659,361,3749,54,F,Electronics,878,485,0
292,14.413162242769122,53812,929,235,9481,44,M,Clothing,425,739,0
27,-1.2012470724838256,62889,377,59,9176,72,M,Fuel,850,356,0
-4,2.326229091053685,33985,646,14,1449,70,M,Restaurant,781,684,0
585,4.443262793307215,54456,582,107,3,88,M,Restaurant,611,354,0
223,10.529907860414413,68363,113,195,3177,35,M,Electronics,934,757,1
20,17.040254538519477,66198,438,75,8302,66,M,Restaurant,177,300,1
392,2.877486840780483,6315,708,291,7385,87,F,Restaurant,751,446,0
111,185.75774365127342,21701,923,25,2260,36,M,Clothing,604,378,0
145,7.085022916987785,41882,354,33,5331,44,F,Clothing,605,772,0
53,13.104618714629087,12797,120,85,3047,75,M,Grocery,905,804,0
74,22.704311596788248,77076,188,478,5510,30,M,Restaurant,585,615,0
90,12.696473076861542,6169,194,458,6397,82,F,Electronics,116,550,1
462,2.376609901534284,36452,65,132,3969,72,M,Electronics,639,607,1
117,6.363370704127921,8950,807,360,7740,73,M,Restaurant,879,801,0
216,11.174231674910777,63174,165,160,3006,32,F,Grocery,897,383,0
789,14.557583383345118,29345,901,346,8264,66,M,Restaurant,140,784,0
230,8.110137611556926,29628,793,493,1757,52,M,Clothing,465,407,0
119,183.42791589679345,64620,109,101,3307,69,M,Restaurant,461,326,0
272,3.895689153851615,32068,787,428,9519,33,M,Clothing,668,341,0
16,31.661573301365312,71524,204,217,3177,46,M,Fuel,852,375,0
701,18.304876449284816,66797,999,218,6954,67,F,Clothing,117,535,0
61,20.448269952836988,9239,833,168,2619,36,M,Restaurant,521,587,0
-73,3.9750101339631367,39003,443,226,2783,28,F,Electronics,728,716,0
63,45.96318867404202,72620,280,274,3506,31,F,Clothing,672,547,0
809,8.733020681320514,58839,930,333,3840,76,F,Electronics,729,820,0
858,36.79199276385727,69277,683,274,6035,32,M,Fuel,681,419,0
850,5.488352130413739,11938,235,4,5389,46,M,Clothing,324,622,0
519,43.88956035450184,16176,270,342,1926,75,F,Grocery,836,760,0
796,11.168462111399837,29068,13,413,2379,65,M,Clothing,405,565,0
390,16.65596451366891,30112,501,324,490,61,M,Grocery,156,513,0
839,5.37260184020008,65346,40,357,5060,74,M,Electronics,101,724,1
81,26.38007988343475,66955,901,262,161,62,M,Electronics,806,515,0
104,31.68337800761451,17665,41,79,6520,24,F,Electronics,190,375,0
127,4.021407650843498,67278,89,159,530,29,F,Electronics,607,658,0
754,10.938840152959443,71378,129,57,2012,49,F,Electronics,480,525,0
108,8.259675855812212,65672,540,240,5695,57,F,Fuel,501,665,0
131,25.19626635277495,60317,840,191,8096,85,M,Electronics,464,505,0
-9,38.255200885717635,20044,483,166,7958,63,M,Fuel,205,406,0
265,6.182251349713602,30668,365,357,1691,69,M,Restaurant,798,808,0
161,5.403890598963962,19553,136,236,616,73,M,Restaurant,505,731,0
207,11.91063850839799,48303,420,63,9075,37,M,Fuel,435,501,0
561,7.782244733369589,56856,213,371,573,87,F,Clothing,451,502,0
110,11.624307129061467,42023,141,241,9481,16,M,Electronics,185,506,0
74,11.511368538842174,72061,833,290,4525,70,F,Clothing,714,598,0
482,8.85858376919426,73646,178,413,4625,74,F,Restaurant,285,422,0
17,0.06769912652546672,65239,884,372,8641,62,M,Restaurant,661,744,0
266,2.8334121500241896,8374,555,371,5456,26,F,Electronics,497,507,0
492,108.15116881108634,16090,450,227,3165,54,F,Electronics,402,651,0
281,4.0930827281181905,21305,658,166,1880,45,M,Restaurant,902,382,0
178,-0.27800305485533094,47723,329,204,6654,29,M,Fuel,522,642,1
190,25.201913154853287,87215,708,40,1095,78,M,Fuel,647,517,0
139,28.150188103013647,47320,19,288,7300,36,F,Clothing,227,337,0
329,14.244397082182115,10543,290,379,1957,62,M,Grocery,491,629,0
527,10.26921903751251,29554,97,403,7283,21,F,Grocery,997,639,0
-44,31.160784900294836,42362,416,65,4205,76,M,Clothing,810,741,0
146,19.60723353103216,51019,575,166,2029,57,F,Restaurant,910,559,0
48,4.645175804622161,56890,454,260,7588,60,M,Restaurant,301,726,0
787,7.144225480351025,68790,174,422,7375,37,M,Restaurant,107,459,0
295,9.876685960903224,997,73,221,6080,85,M,Clothing,874,455,0
102,31.209829288299616,55385,815,412,1446,64,F,Grocery,296,480,0
647,9.939176610212506,64993,258,248,8616,63,M,Fuel,626,744,1
394,13.906674369506232,11742,940,489,9696,21,F,Grocery,752,365,0
212,15.619036734806588,35618,786,111,4821,76,M,Grocery,1021,720,0
130,4.081757083634722,38919,126,493,7702,25,M,Restaurant,566,369,0
368,88.37476069599272,35995,467,266,3076,53,F,Electronics,142,629,0
560,175.91323763304072,59202,214,248,3857,94,F,Fuel,308,514,1
461,15.492837796011182,24016,47,312,590,53,F,Electronics,534,735,0
547,-0.6558583023950142,12850,767,5,2822,39,M,Fuel,806,509,0
589,38.29316952206236,29461,748,181,532,83,M,Electronics,218,369,0
141,50.14082859088885,51718,551,339,227,60,M,Restaurant,366,356,0
763,9.118995016451999,14413,127,208,7588,75,F,Grocery,513,448,0
531,57.88409162436918,37227,443,192,3361,38,M,Fuel,977,495,0
258,10.619921216396776,27736,881,409,1552,49,M,Restaurant,767,400,0
724,144.3965609685221,50739,26,214,9764,84,M,Clothing,960,830,0
-34,17.882390378728772,28751,670,137,6050,78,F,Grocery,290,346,0
211,61.30237598479515,77986,579,338,2347,60,M,Electronics,930,400,0
188,6.866637785747223,43084,260,59,3802,68,M,Fuel,851,510,1
229,-1.915446711723801,24693,881,197,5163,33,F,Clothing,662,382,0
334,5.254456836756902,51073,268,287,6112,31,F,Grocery,-20,711,0
793,24.352099265283528,12937,111,83,860,31,M,Grocery,158,583,0
192,41.86182505731893,30706,320,336,4371,25,M,Electronics,207,785,1
-71,13.838845457372129,5587,465,154,8576,81,M,Grocery,754,559,0
324,1.6996801944445643,71186,245,22,4638,57,F,Restaurant,298,609,0
167,4.589313290701722,30249,604,149,6764,47,F,Clothing,599,314,0
369,111.30450131490082,45526,787,89,4501,35,F,Electronics,481,409,0
248,79.03488581290054,17486,910,154,6645,85,M,Fuel,894,304,0
329,12.188993301785633,36923,904,412,143,83,M,Grocery,550,563,0
-9,34.62426527427559,27873,817,74,2033,67,M,Fuel,842,626,0
360,3.394163152994361,16734,303,427,9222,27,F,Clothing,311,564,0
31,4.098135708770014,22823,183,17,1926,42,M,Grocery,806,481,0
210,42.81844938070243,36071,683,452,7001,63,M,Grocery,795,410,1
291,6.283888912977041,61907,484,166,196,70,F,Clothing,231,712,0
565,11.90530338401276,52850,739,228,9344,33,F,Restaurant,455,579,0
38,92.35478043814636,71166,916,13,6458,12,F,Electronics,796,437,0
787,9.292248550273197,63498,8,229,8386,24,F,Fuel,838,732,0
135,18.457393046378183,6768,414,33,6752,34,F,Fuel,412,421,1
283,5.284045236934078,76904,930,137,8997,41,M,Electronics,82,581,0
81,17.152997750497136,38756,260,372,3184,30,F,Clothing,296,685,0
97,20.768113049462883,66768,443,181,2595,64,M,Electronics,459,378,0
2,5.300024119899181,47946,162,217,7648,49,F,Electronics,421,351,0
718,2.646161615026573,56643,951,307,1261,19,M,Clothing,891,595,0
233,6.635671164455759,77530,347,149,4934,33,M,Clothing,182,700,0
13,19.083161988669794,22400,726,173,4173,33,F,Electronics,197,515,0
940,6.936426922421571,58540,819,260,8470,45,F,Fuel,792,318,0
454,-1.1335917490104244,63766,739,80,8576,58,M,Clothing,903,610,0
567,13.085021531336867,65660,426,308,3047,68,M,Electronics,249,577,0
327,40.009444377680545,60063,670,54,8040,88,F,Clothing,786,515,0
89,0.1471996166344134,53646,188,124,7125,76,M,Grocery,801,794,0
81,24.91830658541447,14036,611,378,6319,59,M,Restaurant,317,643,0
190,25.057588378133623,47253,174,59,8144,25,M,Restaurant,472,538,0
126,3.873968444163367,61786,776,390,9580,36,M,Fuel,296,466,0
457,1.8175841890949034,15638,65,453,5519,33,M,Restaurant,227,412,0
514,-5.68079190527315,30184,621,241,1658,30,M,Restaurant,178,384,0
-17,-0.5065799493060936,-4670,862,99,3440,29,M,Restaurant,973,793,0
269,4.218714901020846,31400,909,360,1636,67,M,Clothing,878,548,0
77,10.923107888474597,53673,378,228,3607,62,M,Grocery,169,315,0
-70,2.8669040615805237,76467,361,181,2042,74,M,Grocery,876,830,0
587,5.10646164772364,21194,930,478,870,35,M,Clothing,584,287,0
377,7.187463288850812,73420,911,421,7244,75,F,Clothing,805,598,0
289,15.263227264711828,44616,435,7,8101,23,M,Restaurant,150,523,0
451,6.595297620799121,53948,836,290,4483,29,M,Grocery,793,459,0
102,21.28152500997734,29182,668,203,3295,30,M,Electronics,505,352,0
488,3.13004660331295,67507,549,14,7405,46,F,Electronics,444,732,0
146,6.179784749378634,28076,542,446,2342,87,M,Clothing,108,539,0
855,14.183095872425385,70492,689,111,3328,58,F,Electronics,901,589,0
271,6.458590784983469,36303,363,446,366,55,F,Clothing,454,780,0
209,2.01362406544785,20494,148,294,3417,24,F,Fuel,877,411,0
678,37.44687027858433,9009,760,28,4479,48,F,Electronics,509,379,0
465,25.713115017609923,58707,540,168,5486,82,F,Clothing,731,612,0
497,12.251827602105752,6848,233,32,8090,43,F,Grocery,842,502,0
456,75.39136547047603,25431,314,438,5456,81,M,Fuel,204,793,1
249,1.5785300606741473,18871,853,207,8264,33,M,Electronics,405,716,0
122,12.570066743891394,18785,981,378,2342,86,F,Electronics,480,538,0
333,13.027186692872977,66078,324,322,5389,54,F,Grocery,269,747,0
601,29.71153827403165,62210,395,456,9134,56,F,Electronics,851,828,0
-23,31.95984120083858,22374,195,278,2342,79,M,Fuel,404,463,0
164,90.1111359735652,61039,867,291,8348,30,F,Grocery,157,804,0
150,136.62252686329154,65837,270,97,7532,36,M,Restaurant,262,297,0
135,42.25038403308978,7479,460,107,3075,19,F,Grocery,230,606,0
432,6.2911690406503284,62146,358,216,9077,31,M,Restaurant,627,313,0
701,-0.2763143311758647,3414,603,74,8722,74,M,Fuel,740,831,0
614,10.342975687957342,88711,726,7,5098,36,M,Restaurant,649,535,0
152,2.859261589653176,9162,718,302,7702,25,F,Fuel,974,672,0
354,14.685562015340905,9775,656,462,3505,25,F,Restaurant,296,743,0
119,5.651615226473234,66120,99,88,7973,65,M,Clothing,693,484,0
22,5.737602592901112,72519,314,254,3894,54,F,Electronics,777,565,0
83,1.658752970449676,23097,429,59,5389,50,M,Clothing,538,439,0
764,11.581017067362199,78310,147,111,5396,37,F,Clothing,640,343,0
30,12.155681367700673,67134,921,326,5055,39,M,Grocery,499,372,0
881,13.687335276849126,32594,508,331,7588,35,F,Grocery,380,641,0
251,26.7468225607115,35362,695,73,2536,39,M,Grocery,934,640,1
252,-3.9648180448467727,75040,467,390,4888,47,M,Electronics,929,826,0
208,16.88186579498678,49890,821,412,8264,71,M,Electronics,849,683,0
35,11.807946064191938,36387,540,318,2764,33,M,Electronics,836,424,0
58,41.32767729053017,17223,476,313,8480,60,M,Clothing,282,646,0
778,18.211561926419755,19479,921,320,3522,51,F,Restaurant,153,714,0
399,13.471627943192496,65140,19,290,6461,40,F,Grocery,866,705,0
100,7.75596023131629,76201,737,272,4427,85,M,Clothing,459,335,0
514,10.329337642054732,20371,41,171,4173,87,M,Fuel,775,567,0
835,6.4407931166972485,39899,365,266,5068,79,M,Grocery,474,836,0
451,15.141013817498532,79521,817,380,9257,58,M,Clothing,742,341,0
822,18.873017280482255,76028,668,251,1921,20,F,Electronics,712,727,0
261,39.7620693441352,86998,41,333,6266,19,F,Electronics,87,568,1
322,5.040428562745474,11226,58,260,68,29,M,Clothing,603,310,0
131,12.416586397305203,-3961,26,147,7244,24,F,Clothing,286,793,0
137,78.11443225224697,-1242,602,371,6050,27,F,Grocery,266,567,0
387,41.35331463806483,65897,381,385,1696,79,M,Restaurant,445,628,0
775,19.951360013546687,39376,125,233,9081,79,M,Electronics,151,338,0
66,-1.5356301512493058,12082,837,403,1258,43,M,Clothing,917,506,0
511,18.108455114187343,73678,704,366,9167,91,M,Fuel,293,760,0
634,22.20129355252628,61126,947,318,6337,69,F,Electronics,622,791,1
374,27.545024711968217,21133,358,483,2425,33,M,Restaurant,222,386,0
470,37.66806910394233,42393,142,89,8313,55,M,Restaurant,484,512,0
748,-2.3963307250069548,75293,587,499,498,35,M,Grocery,797,375,0
185,11.063524493687234,57921,218,262,8211,45,M,Electronics,161,740,0
-82,13.15014145621171,838,382,202,8838,91,F,Fuel,376,526,0
266,74.68896626275101,17550,280,173,992,63,F,Restaurant,735,737,0
37,8.625257878718784,58929,341,160,4750,29,M,Grocery,98,452,1
738,28.66354214008288,32875,443,460,3793,72,F,Grocery,606,541,0
-74,1.2829743294995328,40134,588,63,4898,40,F,Fuel,824,748,0
261,22.79217871138193,1781,499,285,3130,30,F,Fuel,729,466,0
127,43.99831674050725,39268,485,79,5396,77,F,Restaurant,58,732,0
557,24.005071370809155,66318,571,118,4483,64,F,Electronics,535,831,1
279,12.478097879442451,72280,102,293,1135,33,F,Grocery,475,320,0
394,6.275329361039709,34762,341,482,239,62,M,Fuel,269,684,0
747,7.395676602436442,60838,884,310,4918,25,M,Grocery,831,785,0
152,4.612622165228285,11013,659,157,8186,49,M,Electronics,150,401,0
38,7.004374310853652,24065,557,228,4907,23,M,Restaurant,490,762,0
323,32.68448966454556,4104,554,148,4734,83,M,Clothing,869,762,0
48,8.271426928709566,67775,760,392,923,30,M,Clothing,747,556,0
174,8.680033236085663,14460,544,368,1261,35,M,Clothing,218,425,0
875,110.3875695919216,5078,573,274,6458,71,M,Restaurant,87,347,0
908,12.49013365858177,16654,385,418,5098,50,F,Fuel,501,522,0
132,9.96500444215662,86683,884,70,1475,82,F,Electronics,580,599,0
316,9.306796131881528,42570,343,43,6484,56,F,Electronics,570,697,0
160,8.893351572989225,40604,780,435,603,24,M,Grocery,511,530,0
304,5.4325947461908655,19818,824,164,8081,42,M,Fuel,560,748,0
845,2.155480178782188,24616,179,483,5738,50,F,Clothing,328,505,0
546,11.441931412431384,31925,670,233,91,73,M,Grocery,283,408,0
922,34.53648491480789,24258,327,331,3307,42,F,Electronics,901,502,0
