transaction_id,amount,transaction_time,location,location_id,merchant_id,device_id,customer_age,num_prev_transactions,credit_score,is_fraud_detected,year,month,day
778,8.9311159886972,25803,9,44,491,144,43,619,521,0,2023,10,31
18,9.433518347389098,8262,5,806,444,6381,67,241,381,0,2023,8,23
801,43.26647504078258,12181,4,219,268,144,26,845,510,0,2023,12,19
418,18.373140943258733,28442,4,434,39,6350,64,746,432,0,2023,10,20
32,11.904745018209347,51586,3,596,445,6032,61,777,414,0,2023,1,8
319,15.540150315239522,23198,6,153,65,7434,64,923,608,0,2023,8,13
562,201.94587373792464,14963,8,754,30,9698,42,788,612,0,2023,10,29
133,29.44226585039698,73777,5,-31,292,2722,46,10,583,0,2023,2,28
601,1.9319885698602892,56153,1,828,343,8043,70,625,559,0,2023,6,6
-53,28.058672248156284,6212,8,244,131,8071,65,135,482,0,2023,10,14
256,15.833440742346689,80097,9,473,65,8168,21,264,357,0,2023,11,24
3,2.882272111915505,17146,2,731,343,2722,28,38,418,0,2023,5,21
501,0.9284628612081356,7793,4,255,75,295,45,781,292,0,2023,11,14
325,23.408560506287294,15124,4,839,320,7395,53,612,405,0,2023,4,29
73,154.32575000968913,28356,9,460,428,5289,57,418,496,0,2023,2,22
832,8.631125072435779,33093,3,374,287,7329,75,369,737,0,2023,9,30
101,19.152795016877533,32044,8,90,22,2604,32,926,399,0,2023,10,24
313,115.79809298169855,67915,2,859,400,8721,58,526,367,0,2023,7,24
463,67.23732380377017,49049,8,574,471,1481,25,195,543,0,2023,4,25
696,25.34142775502672,71885,1,791,301,9555,53,897,409,0,2023,9,22
52,5.590035817773738,55797,8,767,183,4145,59,865,706,0,2023,1,11
357,13.771474877476816,13714,1,102,144,3021,29,15,444,1,2023,9,10
440,48.87832675609211,17870,9,162,255,5566,80,851,393,0,2023,2,15
674,11.328708753874153,53820,4,44,270,2331,56,701,423,1,2023,6,21
206,12.372578412484728,63460,7,214,444,4315,27,475,648,1,2023,1,23
102,11.557772756182509,15446,9,123,388,7395,28,547,700,0,2023,2,26
600,21.34512051104232,83589,4,362,87,4110,70,329,378,0,2023,9,10
252,89.5436852932943,45942,0,936,178,1046,22,39,480,0,2023,9,18
-37,48.96481736341385,37213,1,839,195,7997,80,743,330,0,2023,11,17
116,47.19195494929221,54506,9,341,170,3020,41,358,360,0,2023,9,15
327,20.838850792290188,60562,2,715,394,7390,90,622,814,0,2023,5,22
114,46.564311695845745,47132,1,21,285,3123,52,220,499,0,2023,2,31
43,21.528896775224563,37953,6,729,38,6381,70,159,388,1,2023,8,17
631,109.2953993658224,41483,6,868,430,5399,39,358,500,0,2023,5,13
113,41.14967351874943,15847,2,899,4,2658,43,868,441,0,2023,12,8
293,93.2064488275683,17969,2,377,453,2174,53,776,362,0,2023,6,26
342,17.25354830870302,74214,9,57,232,3498,42,547,560,0,2023,2,2
227,9.334960086986555,50053,8,206,173,8457,57,568,274,1,2023,6,19
65,15.286520972305738,45410,3,11,370,1129,38,765,320,0,2023,2,9
-26,43.21466271067237,31400,2,51,19,5399,33,746,375,0,2023,6,3
156,72.11960978243388,-5243,7,446,54,379,39,895,660,0,2023,1,28
758,45.61839520966991,36919,3,181,214,4912,47,81,482,0,2023,2,4
907,104.56301704004136,4423,2,360,495,2722,72,774,684,0,2023,10,24
627,70.86922725608483,73674,4,67,151,5191,28,668,373,0,2023,9,11
388,22.448800332284762,5607,2,452,479,5931,81,782,831,0,2023,12,22
151,51.41397538965677,21085,5,199,137,5399,52,316,424,0,2023,3,18
613,16.781556273278355,25932,9,235,343,655,30,855,375,0,2023,7,30
419,21.940411398285267,84062,5,396,50,6100,31,933,651,0,2023,2,20
633,33.21068757702466,10584,9,426,397,5304,59,63,501,0,2023,7,6
304,12.540037204128536,75224,5,462,348,2739,32,133,410,0,2023,4,23
580,179.4262907959656,69176,4,210,274,8862,82,165,375,0,2023,12,28
300,10.788672768297635,61969,4,741,475,5695,69,274,492,0,2023,2,13
40,55.733073844267,31071,8,781,141,6480,29,826,482,0,2023,5,7
646,15.172030576333256,56173,6,334,444,580,58,122,423,0,2023,13,31
82,10.322717379834936,41533,3,560,74,6638,65,435,406,0,2023,11,24
502,18.75728682222718,41915,9,475,429,2896,22,711,431,0,2023,9,33
533,5.974033880803957,44987,3,458,335,3626,62,772,347,0,2023,12,8
853,141.31311859105284,17642,0,140,451,8448,46,769,581,0,2023,11,5
653,22.538689772438442,-6739,7,347,376,2722,64,-42,435,0,2023,8,32
850,234.2545483263914,10646,4,359,429,2722,74,184,281,0,2023,4,23
416,15.200702519799048,50202,2,822,58,7770,63,-27,663,0,2023,7,27
221,53.64960569476864,77277,7,850,403,2722,38,217,766,0,2023,2,17
973,34.562275668085604,-2362,2,95,337,2350,30,129,320,0,2023,9,14
811,25.824913691430652,32278,0,758,19,1468,67,76,469,0,2023,8,27
163,13.68195507010427,14001,5,428,238,6311,49,528,696,0,2023,1,15
176,16.622066626956364,19296,0,676,491,9504,43,482,351,0,2023,2,26
91,10.979787339096273,24231,5,743,474,1408,34,747,414,0,2023,0,4
0,15.829331363843593,31187,9,379,167,6234,27,786,407,0,2023,6,25
294,29.708101521611987,17301,6,792,308,8275,52,1024,392,0,2023,5,31
14,12.32129398784103,63987,3,517,54,2624,41,801,438,0,2023,4,22
25,41.84245058605839,39695,4,102,88,6480,69,717,642,0,2023,10,21
661,6.667424488444454,45237,7,158,334,6985,82,80,739,0,2023,8,3
0,14.749662459119957,19273,9,98,407,3058,77,724,721,0,2023,2,26
481,-0.25924924651338976,10732,6,176,315,2739,67,355,713,0,2023,11,16
228,57.12574469804312,7023,5,179,246,6997,55,859,377,0,2023,6,25
300,19.392090817468077,18673,9,759,19,8322,59,-1,669,0,2023,11,24
689,4.542856768220355,49347,1,179,496,524,40,564,372,0,2023,4,0
58,62.90957903236745,45289,5,-28,15,3505,48,386,742,0,2023,2,14
98,75.77307892949925,13262,4,829,429,5530,45,489,748,0,2023,11,10
233,2.529020537865282,57401,5,640,303,1993,31,757,644,0,2023,3,2
628,15.105303136712276,60131,6,16,345,1908,42,864,380,0,2023,1,21
382,5.40857988211425,41438,1,564,195,3517,29,933,513,0,2023,4,13
161,11.940142295789922,22584,7,122,433,5177,85,770,427,0,2023,9,2
56,94.83413412141002,4924,0,572,7,2160,16,670,512,0,2023,7,20
814,-0.034432089230886476,14868,5,24,356,4733,42,777,562,0,2023,2,27
529,9.743822985620543,19039,7,463,343,3798,87,354,797,0,2023,4,27
697,17.10781943338723,26927,2,301,266,1426,26,872,344,0,2023,7,6
854,15.156925350242187,7605,9,922,203,3082,18,31,422,0,2023,7,7
625,6.5199225363717055,64452,5,909,29,1717,51,46,532,1,2023,2,18
531,12.296612218607699,32600,6,124,95,984,49,892,387,0,2023,6,24
276,-0.2950673084530031,64522,2,782,9,1300,54,964,852,0,2023,0,5
73,43.18904007047925,7107,7,405,161,1928,26,592,478,0,2023,6,14
280,10.981650586384346,6892,3,755,21,2062,21,310,578,0,2023,11,15
43,40.92696923356951,26298,7,974,58,7788,84,204,430,0,2023,10,13
58,9.604858354501648,69028,7,240,168,1675,40,814,587,1,2023,9,21
71,52.22923438026906,-1517,3,454,322,5824,28,220,372,0,2023,6,21
131,45.06771012312741,61344,8,194,313,6381,86,644,427,0,2023,7,19
250,8.810764092669958,43871,7,382,231,1739,52,467,468,0,2023,3,13
-40,109.28434226987679,8932,9,737,280,364,27,841,415,0,2023,2,17
447,36.022872787319635,12582,5,802,391,4523,86,846,722,0,2023,7,30
690,37.43225158962692,5482,5,426,136,152,36,504,344,0,2023,4,21
541,-4.053517157332802,18486,5,158,146,6431,90,679,801,0,2023,10,14
766,48.746513024579144,76103,2,248,19,8270,81,780,506,0,2023,2,25
77,16.27014932744718,9358,5,-56,266,2722,50,233,476,0,2023,12,21
50,22.432391644355143,63253,5,519,306,2213,47,68,733,0,2023,8,18
515,16.252748492604336,73356,4,148,98,7265,37,892,720,0,2023,3,7
237,11.038624649478646,26083,6,748,275,2631,82,872,572,0,2023,11,23
-58,29.555081574687303,44044,3,835,287,5589,54,1,519,0,2023,2,13
115,57.86149743441797,70289,7,717,381,4379,52,695,693,0,2023,2,29
266,4.067878301426514,23406,7,726,102,204,31,741,381,0,2023,6,22
43,7.630298662263404,48579,3,443,345,6738,55,359,560,0,2023,11,18
498,42.25770928685405,27229,6,397,444,8670,70,-57,769,0,2023,9,17
317,97.34185434543141,10315,9,247,402,2722,64,838,352,0,2023,1,7
762,23.036798832922855,3156,6,238,117,6359,27,686,639,1,2023,2,28
476,8.393231110479855,5292,6,126,161,3058,33,868,639,0,2023,9,26
152,6.177474389226609,15533,6,717,381,1463,48,49,421,0,2023,6,35
350,14.099055864328076,50671,5,360,68,2132,44,79,725,0,2023,7,15
67,108.07409369732002,20056,5,715,188,6381,80,440,820,0,2023,4,24
299,27.8909752936745,25806,4,183,189,5695,69,832,756,0,2023,5,27
-20,7.519400128368996,52061,4,870,437,3492,93,295,472,0,2023,4,24
588,66.44033419218069,14227,7,200,282,8119,52,420,342,0,2023,3,13
69,12.587138399159967,6216,9,418,220,9175,40,890,368,0,2023,0,19
363,73.77278208812757,22107,2,549,496,573,39,749,386,0,2023,4,19
251,7.929363564568208,58023,7,371,451,3646,69,711,497,0,2023,3,5
388,24.478798916718958,19653,1,316,243,1681,68,357,467,0,2023,3,18
689,8.79302771541295,25964,6,715,381,9197,75,764,703,0,2023,2,12
531,66.86069911502673,65958,9,287,220,2602,33,880,379,0,2023,0,24
392,15.338719113744048,17302,4,503,355,2722,42,742,679,0,2023,6,26
794,12.658290297937638,13849,1,47,485,1790,70,487,345,0,2023,10,25
380,15.31871060531595,65763,6,929,195,524,55,934,486,0,2023,10,19
574,42.22395527014483,80109,8,368,366,2773,23,27,693,0,2023,6,20
189,55.81381061274694,37916,9,14,240,8071,76,919,560,0,2023,11,15
358,30.596453685419593,24115,1,706,376,7125,67,420,595,0,2023,7,33
54,5.016847098963564,28361,4,898,275,6769,35,504,390,0,2023,10,23
911,10.678808079018019,70780,9,602,186,4151,45,791,871,0,2023,1,11
780,2.604432189144026,40846,3,453,482,2722,59,695,550,1,2023,1,28
114,13.01000058439858,17924,7,257,104,8270,33,936,415,0,2023,3,12
215,116.75464242571667,19092,6,768,18,6948,82,715,822,0,2023,10,25
364,13.29902783407257,18601,8,-52,150,4322,56,159,401,0,2023,2,3
713,16.0103322915235,2476,9,743,371,2645,69,928,625,0,2023,7,25
432,13.483773643637385,76153,9,16,150,6999,42,341,693,0,2023,4,13
229,34.3087172187642,4377,6,920,14,6962,27,149,363,0,2023,8,18
69,13.162620597118357,10043,5,130,87,8071,34,728,732,0,2023,5,2
601,16.11583557969282,-4382,9,466,421,989,65,257,525,0,2023,12,6
306,11.656104395601615,21408,4,317,171,2722,46,692,427,0,2023,7,9
125,96.36496840139858,246,0,221,491,4278,28,852,419,0,2023,10,6
928,4.304771661359765,14029,9,89,497,2350,24,382,298,0,2023,8,35
768,14.583827425261727,17140,1,228,137,3986,23,716,704,0,2023,6,18
276,47.04586226812779,10961,2,333,30,2645,28,758,377,0,2023,6,20
196,108.38921171137645,4936,3,140,398,4658,71,-41,406,0,2023,4,24
612,94.83580624829618,11173,6,31,392,9825,23,834,718,0,2023,10,30
367,97.22699088933942,6816,2,116,181,7441,42,658,343,0,2023,4,13
166,18.99784903132946,6077,3,645,265,6465,44,-53,320,1,2023,9,20
266,13.721515520734382,9604,0,334,276,3189,63,847,524,0,2023,10,18
565,17.671361151965495,82850,5,667,173,4583,51,687,862,0,2023,1,21
614,40.0667224898391,8087,9,389,72,3492,54,937,470,0,2023,1,19
421,3.010266064337692,52268,9,29,347,7165,59,709,597,0,2023,5,18
47,5.08555787473663,34222,5,288,343,9534,28,42,394,0,2023,10,20
227,10.945326405979772,49281,6,771,150,9081,18,973,624,1,2023,11,27
666,40.58973316026527,17137,5,581,244,8085,35,368,658,0,2023,10,23
141,35.977702927849215,24314,9,382,113,3383,81,329,473,0,2023,2,5
162,52.419873834467325,10788,0,646,148,8647,27,765,319,0,2023,9,5
700,72.12119569012455,19767,6,195,298,655,60,237,631,0,2023,12,16
625,87.7586493733186,23577,9,95,105,1300,65,727,440,0,2023,11,16
753,116.200102140495,37973,3,459,98,989,41,590,548,0,2023,3,19
30,20.711061281809513,17491,7,750,46,1411,89,573,369,0,2023,7,18
231,35.68196064879956,17997,9,795,76,4612,27,521,392,0,2023,7,18
92,2.931583341994788,23404,7,333,257,4186,43,226,374,1,2023,5,17
-73,21.860070701660604,20450,2,451,284,2722,62,18,422,0,2023,7,27
243,11.781008293262019,31834,1,454,491,2121,54,680,373,0,2023,6,12
-45,1.692408377419305,16896,5,112,428,2608,39,722,424,0,2023,8,34
541,20.41751257213387,26845,3,864,495,7777,57,211,384,0,2023,5,21
191,12.483207058084398,68689,4,156,53,2714,44,696,792,0,2023,7,33
150,10.09164625214451,5720,2,719,425,1318,63,195,431,0,2023,11,6
756,21.130170123999676,4860,5,673,334,2602,49,-23,606,0,2023,7,27
624,248.99293626439655,34465,2,841,383,9131,84,302,416,0,2023,5,12
979,10.889368942905604,22199,6,292,322,8322,44,226,483,0,2023,3,16
722,66.990144415511,39630,1,528,238,5586,64,572,652,0,2023,4,1
672,13.37943698966037,17134,4,143,480,7289,59,905,648,0,2023,3,30
39,39.44252028726563,24595,5,402,427,5368,67,920,605,0,2023,4,18
81,14.48579419004841,30981,9,244,433,2965,24,824,596,0,2023,1,14
125,44.125926987244476,48780,7,444,19,3830,36,742,637,0,2023,3,19
371,48.588075591352336,11777,4,493,95,3986,51,679,608,0,2023,9,19
25,138.84205460591483,17034,1,176,208,2722,46,145,453,0,2023,8,5
402,52.177655733474495,36051,6,791,146,2739,51,387,809,0,2023,11,13
230,29.32795262665761,21548,8,411,179,4244,78,686,599,0,2023,6,29
155,14.250031701545687,85958,2,461,461,5820,35,700,610,0,2023,2,16
49,47.589339391902584,48528,3,267,335,6812,34,750,420,0,2023,3,22
317,4.435733346193062,42151,9,750,405,1450,90,839,345,0,2023,9,3
426,67.32236441552465,63421,4,132,164,7330,42,899,569,0,2023,7,9
98,4.384827359877985,37094,3,639,423,2350,23,663,371,0,2023,11,8
863,-4.448818117214682,7234,5,302,329,6103,77,709,431,0,2023,9,24
608,108.69973981352348,11356,3,337,429,6738,75,97,447,0,2023,9,29
533,46.889022607351976,20291,8,305,442,9471,59,773,488,0,2023,5,0
324,135.75324489548282,-4070,3,135,87,2568,51,438,765,0,2023,11,14
503,15.123572434274136,6282,8,663,142,3407,59,269,720,0,2023,3,8
180,10.826132494872251,49243,7,236,179,2527,52,214,302,1,2023,9,32
897,98.17566559866432,3910,9,139,441,2722,47,317,708,0,2023,3,8
194,5.956040437550257,56489,5,644,210,7608,80,760,598,0,2023,7,33
138,30.86361468938576,46383,0,758,83,3229,26,210,670,0,2023,9,13
-53,22.296687217153192,44014,8,94,444,724,73,521,452,0,2023,8,3
192,33.960641221936186,38020,7,736,191,6727,39,682,467,0,2023,3,5
-32,6.969394793300149,6472,0,752,271,4888,33,478,429,1,2023,7,20
168,127.64531764406013,68553,5,752,156,1546,38,514,739,0,2023,1,15
214,56.43248964213398,6969,9,902,111,866,47,820,588,0,2023,1,7
-8,7.632461508412916,71042,2,567,462,3519,70,788,322,0,2023,6,28
67,62.99964844676432,67343,3,422,295,9550,86,884,507,0,2023,11,21
-43,22.61488364675285,4987,7,117,491,8369,47,-30,518,0,2023,3,6
113,26.554289978171685,519,0,35,244,8912,56,855,312,0,2023,3,12
89,35.620533236790756,25034,1,635,444,6241,22,642,588,0,2023,3,21
135,-3.4792547027972986,68676,1,388,94,9356,74,729,412,0,2023,12,26
384,181.99369709515943,34431,5,427,419,4531,55,63,513,0,2023,10,11
240,29.84892208754284,16862,5,437,294,7952,21,319,284,0,2023,4,14
576,6.119914425446274,3631,6,803,407,8748,64,823,779,0,2023,5,7
723,43.23812745703118,25138,8,753,20,3909,56,830,510,0,2023,1,14
-33,107.59726104486225,79862,4,810,224,7506,86,806,648,0,2023,-1,3
159,99.67075794509421,53236,9,60,381,7195,42,745,726,0,2023,4,19
372,17.42098667433222,33764,9,73,197,5970,44,453,547,0,2023,2,25
487,13.247225695012833,21902,2,214,218,7100,80,346,623,0,2023,3,28
436,27.987712424142448,21853,4,91,195,5824,31,930,440,0,2023,0,20
223,39.17431004912069,12685,6,305,34,2717,67,788,674,0,2023,3,32
297,11.127859921039304,40321,4,860,76,7237,25,890,570,0,2023,11,3
90,15.043681759240235,27556,4,-28,150,4223,48,668,393,0,2023,4,19
56,8.855985652854235,1750,9,488,267,7083,48,813,547,0,2023,10,24
395,43.727248697683194,31697,7,70,453,3427,67,578,501,0,2023,2,11
204,73.13401258578385,25964,9,324,394,4798,32,703,324,0,2023,1,29
914,11.010990498185457,33555,9,676,220,3226,58,346,538,0,2023,11,14
218,10.091285777786258,21129,3,336,111,1707,22,507,463,0,2023,3,16
633,16.38294144249496,15680,1,806,443,3408,73,70,479,0,2023,10,19
148,75.29348108101571,34801,4,372,20,6103,38,419,482,0,2023,3,15
431,83.86380530624388,89109,4,612,25,7091,78,397,540,0,2023,2,29
258,40.540948908364044,34484,0,305,18,1591,49,926,437,0,2023,0,5
297,23.790158708349388,66187,8,480,493,5617,61,455,594,0,2023,10,5
964,-4.9614089148575715,21851,5,128,12,6802,63,197,486,0,2023,2,30
134,16.909147990335946,7436,2,522,420,6032,41,740,429,0,2023,2,19
256,11.108479385952887,31983,5,302,334,3159,55,212,566,0,2023,2,30
679,9.415509380876744,32743,5,749,245,2350,34,505,389,0,2023,6,31
285,20.661295173131947,13519,5,260,117,1546,48,219,801,0,2023,4,9
183,57.34942262843093,6833,4,481,111,1799,68,978,748,0,2023,4,5
471,10.42750531640656,20331,0,562,325,8369,42,679,324,0,2023,4,3
781,37.06516369836116,57951,3,459,437,2739,46,931,769,0,2023,11,30
384,15.604045693778463,21790,8,-47,396,2245,44,199,491,0,2023,5,15
44,10.076311028869242,71603,2,681,357,9310,32,438,617,0,2023,7,9
-10,36.635447044354144,16523,8,165,288,6414,38,254,352,0,2023,11,28
250,18.36987527411579,9917,4,579,444,2722,33,859,763,0,2023,2,0
367,54.14398807832073,72421,5,730,109,3159,70,790,432,0,2023,10,13
716,9.180574412436446,27944,6,766,308,5973,46,852,650,0,2023,6,4
146,9.791732832675958,18397,9,419,367,8103,56,123,450,0,2023,1,8
627,31.604684946803275,35881,5,29,13,2884,31,665,467,1,2023,3,27
304,121.74693230963317,28766,0,684,190,2884,29,287,557,0,2023,6,27
623,23.641606036183177,24355,2,201,259,1908,59,845,536,0,2023,10,8
83,11.19752621356949,1771,9,106,173,7390,32,194,748,0,2023,2,13
345,32.66825768746182,80976,7,210,147,6251,36,842,744,1,2023,7,4
297,32.96619967633185,34023,2,896,337,984,71,391,697,0,2023,11,22
368,13.074934118700979,57586,9,359,279,1100,28,351,386,0,2023,11,12
-31,-0.8156537805644639,7971,5,681,422,2062,47,161,434,0,2023,10,11
9,35.687221225798126,1991,1,366,468,3115,44,353,767,0,2023,7,24
737,4.171924290488718,10551,6,30,238,3154,66,840,444,0,2023,6,24
529,22.782709897962707,34842,5,90,440,4566,64,-30,360,0,2023,8,11
22,50.09909329945557,10885,2,847,491,6480,42,802,712,0,2023,9,25
877,19.086347460059258,35924,5,118,79,2507,57,551,616,0,2023,8,22
393,7.078950742005493,69055,0,315,340,8972,27,512,708,0,2023,11,21
817,22.88887239167399,18585,5,678,19,3123,66,1,549,0,2023,5,16
642,55.05604151696033,3710,6,707,491,3682,87,724,437,0,2023,11,7
790,83.56139115042117,35395,8,426,355,2722,66,847,763,0,2023,4,30
172,57.6627624067025,27177,7,2,282,7438,18,755,667,0,2023,9,14
270,112.91990656521652,13253,1,682,240,1205,41,437,304,0,2023,9,19
415,12.049154883938828,12869,5,821,146,8944,78,124,298,0,2023,10,9
526,22.955611039302234,60166,6,23,112,5936,40,728,339,0,2023,10,23
844,6.659164950900965,36177,3,45,32,143,71,742,422,0,2023,13,29
621,43.880163378939045,32480,9,700,236,2722,40,371,385,0,2023,5,14
136,111.60777448800678,19682,2,388,474,6521,39,491,608,0,2023,3,4
-8,16.63092619328754,65254,5,473,268,694,47,701,404,0,2023,3,25
182,110.01800898468035,66661,3,809,141,1213,71,760,593,0,2023,11,15
141,15.54621272521038,35870,1,702,15,2350,58,128,426,0,2023,1,22
681,42.435979244330774,93600,7,758,398,7367,47,33,340,0,2023,10,23
762,16.004339668574513,37875,7,647,313,9295,78,673,319,0,2023,2,19
298,67.89766349478563,67306,2,222,330,883,46,676,439,0,2023,5,13
44,45.8626581874491,49820,0,446,30,997,31,229,560,0,2023,5,28
-9,19.090243059142132,12885,1,296,50,5282,40,846,314,0,2023,9,15
139,1.625920728440704,6957,7,327,72,204,40,34,564,0,2023,13,30
493,6.738652143973064,65361,5,544,46,573,19,190,501,0,2023,4,28
132,31.353604844938854,15974,7,485,346,7326,50,179,588,0,2023,7,5
530,92.11054327746912,4160,1,81,39,70,65,-3,748,0,2023,5,25
534,70.72110935679841,29180,9,733,308,2794,69,827,637,0,2023,9,19
472,6.299870289136552,33460,3,70,428,8103,35,810,645,0,2023,2,33
716,117.51394183459027,57373,7,361,444,6201,68,782,332,1,2023,4,15
170,322.0754904172239,9460,4,-66,18,2461,65,765,411,0,2023,7,27
53,24.985546916804267,13852,8,644,133,943,76,845,757,0,2023,2,32
505,21.794782250745826,46946,4,45,137,8348,50,243,524,0,2023,8,14
384,2.32999298354596,11052,5,756,256,2182,68,311,317,0,2023,12,11
166,10.272654659407642,3593,1,402,369,3986,50,306,624,0,2023,6,14
875,93.90362122469945,53919,9,100,179,5819,45,975,497,0,2023,7,35
477,62.82462232619427,39203,5,669,320,2722,49,341,452,0,2023,5,11
252,20.210866646766483,21022,0,846,190,545,31,207,253,0,2023,8,17
255,50.335817785534815,26045,5,764,356,278,74,743,742,0,2023,3,13
42,35.09999691033227,7437,6,655,152,6049,89,486,369,0,2023,3,5
126,15.99649589362024,16826,6,142,330,8759,45,854,557,0,2023,10,25
190,11.27153023292972,59192,3,226,330,8033,87,800,604,0,2023,9,14
575,18.492928961817217,34327,4,337,344,8634,49,37,555,0,2023,3,16
239,17.455515339230153,64762,3,699,113,655,33,561,370,0,2023,7,20
52,51.53803508387796,23228,2,17,1,925,61,112,493,0,2023,4,3
353,66.6535262877738,2611,1,243,118,3175,82,686,775,0,2023,7,24
117,1.644480870236828,32276,2,27,343,914,80,225,578,1,2023,6,19
996,36.33428603717085,12858,0,531,203,2739,55,612,272,1,2023,7,26
634,11.956984135669723,3432,3,753,440,2350,82,870,416,0,2023,10,19
-14,5.0852827922868755,45391,0,741,226,3365,22,840,326,0,2023,5,10
723,55.69070517805606,38826,7,329,306,5919,70,431,615,0,2023,12,26
137,26.177390655947054,31165,6,-23,401,2722,66,62,484,1,2023,3,24
850,23.480406058496847,50259,4,929,379,1336,43,639,408,0,2023,3,18
751,24.007076471706313,53017,4,200,451,8626,58,619,723,0,2023,9,21
836,29.248099728550727,78755,4,383,421,5177,44,160,395,1,2023,6,19
294,19.22187703425844,51482,2,725,68,8119,44,673,350,0,2023,6,23
540,11.320489419090503,45928,4,89,218,4898,81,126,384,1,2023,12,25
962,34.99035551753995,26709,9,272,244,4576,65,893,852,0,2023,1,11
286,7.339642889166609,28359,0,293,19,2244,56,643,252,0,2023,3,29
228,33.21161214792276,30512,8,509,154,6857,20,502,414,0,2023,2,20
880,4.2605714798182355,3775,1,773,491,2350,71,577,544,0,2023,5,6
119,82.8264451060125,12527,0,-53,110,7319,72,726,365,0,2023,3,18
823,11.534187344842785,556,2,277,298,2722,48,220,445,0,2023,12,25
703,3.1028633046753296,33824,7,311,343,6480,44,12,455,0,2023,11,11
507,75.63653596549042,1821,9,22,245,8363,41,198,373,0,2023,7,9
338,11.662628913250117,10744,1,446,268,8803,60,95,433,1,2023,5,15
352,13.836304788386604,78955,3,213,47,5524,30,721,610,1,2023,9,31
27,10.774070648061615,36197,2,298,98,7573,48,564,338,0,2023,4,8
153,4.374235381844247,4271,9,325,279,5418,57,155,483,0,2023,10,2
536,23.151622694373216,2082,2,-9,160,3154,44,184,705,0,2023,4,7
411,11.0334587506639,15015,3,320,46,6727,52,639,500,0,2023,2,21
731,41.880321173459485,28219,6,680,361,1318,29,741,522,1,2023,6,14
323,19.199218740460957,70341,3,222,412,1707,52,449,423,0,2023,7,17
215,12.334828150849178,34765,3,857,19,9063,45,718,476,0,2023,4,22
116,41.35665483874437,10748,8,753,220,278,35,707,411,0,2023,2,20
120,9.822093707587417,56848,7,356,269,7038,22,202,722,0,2023,6,12
218,9.002362550950076,39586,8,795,6,8522,48,668,562,0,2023,8,20
648,15.856229191721424,-3733,8,97,369,6201,53,-41,757,0,2023,12,10
424,12.059594875817341,62110,6,749,371,7944,74,778,631,0,2023,3,31
38,21.23295418779111,67818,9,795,212,2350,53,727,290,0,2023,2,17
356,53.4221501211955,5073,0,580,137,4621,42,651,277,0,2023,2,17
89,184.67806824731755,45108,2,318,294,6738,34,68,315,0,2023,1,29
547,3.2107114152107403,32856,6,59,348,6257,53,364,726,0,2023,8,6
199,17.09425687133652,-2847,3,488,411,586,37,481,301,0,2023,1,5
717,60.5281625253172,61110,6,234,420,6231,65,393,405,0,2023,9,27
337,13.42827503221751,28176,9,-34,119,8696,22,851,319,0,2023,8,22
214,27.437848228764935,7704,8,36,261,8944,30,840,766,0,2023,4,7
680,19.616991893947656,28718,9,324,324,3484,79,433,391,0,2023,2,16
637,93.26785111637767,68554,9,901,320,575,68,686,374,0,2023,2,26
715,47.25292387960474,23512,9,618,437,878,42,962,646,0,2023,5,28
108,54.6608040601745,16836,7,684,155,655,28,596,431,0,2023,5,3
602,9.561591874266163,68862,5,-9,413,1877,64,793,391,0,2023,2,18
23,0.9732722132501817,13586,2,424,343,1750,45,543,499,0,2023,6,18
219,103.48873481827718,2336,0,687,77,4814,77,-36,556,0,2023,11,12
385,21.584908469684024,8242,8,797,392,6480,24,899,848,0,2023,9,27
281,-2.043812981177682,1527,8,118,155,7490,59,771,524,0,2023,6,25
660,57.647606467692725,31213,7,747,45,3662,69,198,685,0,2023,8,10
520,265.07812027777635,25735,2,886,381,9266,59,150,352,0,2023,8,3
102,90.09816472391853,56362,9,46,111,9143,55,114,443,0,2023,2,16
206,20.729595689043492,10579,8,863,429,2881,63,366,793,0,2023,4,20
14,26.73493727095188,15127,0,250,206,5817,71,1046,456,0,2023,2,18
480,29.37167285488917,68472,5,832,412,6448,17,531,661,0,2023,6,2
49,46.3282548683264,41280,0,820,459,2411,77,274,469,0,2023,7,23
277,86.96495052018726,27703,1,511,73,7603,67,590,388,0,2023,9,26
304,83.27848365919364,55689,2,669,439,4898,42,146,581,0,2023,8,19
419,12.96542304749499,17308,5,688,463,1173,44,880,700,0,2023,1,16
318,29.519065746469806,13391,9,349,476,3645,36,140,488,0,2023,1,7
626,12.730100088389895,45141,6,2,180,2350,58,191,407,0,2023,8,3
461,14.033546176678323,22787,9,396,203,9504,42,750,380,0,2023,0,7
81,21.509559148265502,66883,7,84,212,5493,94,815,810,0,2023,8,15
-52,7.963398992505629,83744,9,779,444,4632,16,82,527,0,2023,5,28
39,24.014754132679307,64712,7,575,43,546,48,535,540,0,2023,6,3
618,30.427863477577684,59830,3,347,276,5,30,863,749,0,2023,3,9
602,88.45084091385385,5200,6,-33,222,9917,47,402,333,0,2023,8,3
500,16.77727583267055,66554,0,703,14,5012,27,61,544,0,2023,5,11
480,13.794827175139332,50405,2,285,20,2722,50,741,654,0,2023,9,26
235,11.609573575869813,21768,5,256,260,3130,52,759,604,0,2023,5,13
349,11.006607150765731,28103,8,416,144,6812,55,880,559,0,2023,9,25
